A1BG	ENSP00000263100
MTERF3	ENSP00000287025
MTERF4	ENSP00000241527
MTF1	ENSP00000362127
MTF2	ENSP00000359321
MTFMT	ENSP00000220058
MTFP1	ENSP00000266263
MTFR1	ENSP00000262146
MTFR1L	ENSP00000363419
MTFR2	ENSP00000407010
MTG1	ENSP00000323047
MTG2	ENSP00000359859
MTHFD1	ENSP00000438588
MTHFD1L	ENSP00000478253
MTHFD2	ENSP00000377617
MTHFD2L	ENSP00000379108
MTHFR	ENSP00000365770
MTHFSD	ENSP00000354152
MTHFS	ENSP00000489076
MTIF2	ENSP00000384481
MTIF3	ENSP00000370508
MTMR10	ENSP00000402537
MTMR11	ENSP00000391668
MTMR12	ENSP00000371577
MTMR14	ENSP00000296003
MTMR1	ENSP00000414178
MTMR2	ENSP00000345752
MTMR3	ENSP00000384651
MTMR4	ENSP00000325285
MTMR6	ENSP00000371221
MTMR7	ENSP00000180173
MTMR8	ENSP00000363985
MTMR9	ENSP00000221086
MTNR1A	ENSP00000302811
MTNR1B	ENSP00000257068
MTO1	ENSP00000402038
MTOR	ENSP00000354558
MTPAP	ENSP00000263063
MTPN	ENSP00000376800
MTR	ENSP00000355536
MTRF1	ENSP00000368793
MTRF1L	ENSP00000356202
MTRR	ENSP00000264668
MTSS1	ENSP00000322804
MTTP	ENSP00000427679
MTURN	ENSP00000324204
MTUS1	ENSP00000262102
MTUS2	ENSP00000498251
MTX2	ENSP00000249442
MTX3	ENSP00000424798
MUC12	ENSP00000368755
MUC13	ENSP00000485028
MUC15	ENSP00000431983
MUC17	ENSP00000302716
MUC1	ENSP00000480333
MUC20	ENSP00000396774
MUC21	ENSP00000365473
MUC22	ENSP00000455906
MUC3A	ENSP00000368771
MUC6	ENSP00000406861
MUC7	ENSP00000302021
MUL1	ENSP00000264198
MUS81	ENSP00000307853
MUSK	ENSP00000363571
MUTYH	ENSP00000408176
MVB12A	ENSP00000324810
MVB12B	ENSP00000354772
MVD	ENSP00000301012
MVK	ENSP00000228510
MVP	ENSP00000349977
MX1	ENSP00000381601
MX2	ENSP00000333657
MXD1	ENSP00000264444
MXD3	ENSP00000389716
MXD4	ENSP00000337889
MXI1	ENSP00000331152
MXRA5	ENSP00000217939
MXRA7	ENSP00000465103
MXRA8	ENSP00000399229
MYADM	ENSP00000398269
MYADML2	ENSP00000386702
MYBBP1A	ENSP00000370968
MYB	ENSP00000339992
MYBL1	ENSP00000429633
MYBL2	ENSP00000217026
MYBPC1	ENSP00000400908
MYBPC2	ENSP00000350332
MYBPC3	ENSP00000442795
MYBPH	ENSP00000255416
MYBPHL	ENSP00000349678
MYCBP2	ENSP00000444596
MYCBPAP	ENSP00000498665
MYCBP	ENSP00000380702
MYC	ENSP00000367207
MYCL	ENSP00000380494
MYCN	ENSP00000281043
MYCT1	ENSP00000356214
MYD88	ENSP00000498321
MYDGF	ENSP00000469945
MYEF2	ENSP00000316950
MYF5	ENSP00000228644
MYF6	ENSP00000228641
MYH10	ENSP00000353590
MYH11	ENSP00000379616
MYH13	ENSP00000404570
MYH14	ENSP00000493594
MYH15	ENSP00000273353
MYH1	ENSP00000226207
MYH2	ENSP00000245503
MYH3	ENSP00000464317
MYH4	ENSP00000255381
MYH6	ENSP00000386041
MYH7B	ENSP00000262873
MYH7	ENSP00000347507
MYH8	ENSP00000384330
MYH9	ENSP00000216181
MYL12A	ENSP00000464359
MYL12B	ENSP00000496809
MYL1	ENSP00000307280
MYL2	ENSP00000228841
MYL4	ENSP00000461570
MYL5	ENSP00000383023
MYL6B	ENSP00000450385
MYL6	ENSP00000441750
MYL7	ENSP00000223364
MYL9	ENSP00000279022
MYLIP	ENSP00000349298
MYLK2	ENSP00000365162
MYLK3	ENSP00000378288
MYLK4	ENSP00000274643
MYLK	ENSP00000418335
MYLPF	ENSP00000325239
MYNN	ENSP00000326240
MYO15A	ENSP00000495481
MYO15B	ENSP00000495242
MYO16	ENSP00000401633
MYO18A	ENSP00000437073
MYO18B	ENSP00000386096
MYO19	ENSP00000479518
MYO1A	ENSP00000300119
MYO1B	ENSP00000376132
MYO1C	ENSP00000496954
MYO1D	ENSP00000324527
MYO1E	ENSP00000288235
MYO1F	ENSP00000494550
MYO1G	ENSP00000258787
MYO1H	ENSP00000439182
MYO3A	ENSP00000495965
MYO3B	ENSP00000386213
MYO5A	ENSP00000382177
MYO5B	ENSP00000285039
MYO5C	ENSP00000261839
MYO6	ENSP00000358998
MYO7A	ENSP00000386331
MYO7B	ENSP00000386461
MYO9A	ENSP00000348349
MYO9B	ENSP00000471367
MYOCD	ENSP00000401678
MYOC	ENSP00000037502
MYOD1	ENSP00000250003
MYOF	ENSP00000352208
MYOG	ENSP00000241651
MYOM1	ENSP00000348821
MYOM2	ENSP00000262113
MYOM3	ENSP00000363557
MYOT	ENSP00000239926
MYOZ2	ENSP00000306997
MYOZ3	ENSP00000428815
MYPN	ENSP00000351790
MYPOP	ENSP00000325402
MYRF	ENSP00000278836
MYRFL	ENSP00000448753
MYRIP	ENSP00000398665
MYSM1	ENSP00000418734
MYT1	ENSP00000442412
MYT1L	ENSP00000496210
MZB1	ENSP00000303920
MZF1	ENSP00000215057
MZT1	ENSP00000367049
MZT2B	ENSP00000386419
N4BP1	ENSP00000262384
N4BP2	ENSP00000261435
N4BP2L1	ENSP00000369476
N4BP3	ENSP00000274605
N6AMT1	ENSP00000303584
NAA10	ENSP00000417763
NAA11	ENSP00000286794
NAA15	ENSP00000296543
NAA16	ENSP00000368716
NAA20	ENSP00000335636
NAA25	ENSP00000261745
NAA30	ENSP00000452521
NAA35	ENSP00000354972
NAA38	ENSP00000332103
NAA40	ENSP00000367024
NAA50	ENSP00000240922
NAA60	ENSP00000401237
NAAA	ENSP00000286733
NAALAD2	ENSP00000432481
NAALADL1	ENSP00000344244
NAB1	ENSP00000387089
NAB2	ENSP00000300131
NABP1	ENSP00000403683
NABP2	ENSP00000267023
NACA2	ENSP00000427802
NACA	ENSP00000403817
NACC1	ENSP00000292431
NACC2	ENSP00000360818
NADK2	ENSP00000371362
NADK	ENSP00000367890
NADSYN1	ENSP00000326424
NAE1	ENSP00000351990
NAF1	ENSP00000274054
NAGA	ENSP00000379680
NAGK	ENSP00000389087
NAGLU	ENSP00000225927
NAGPA	ENSP00000310998
NAGS	ENSP00000293404
NAIF1	ENSP00000362170
NAIP	ENSP00000428657
NALCN	ENSP00000251127
NAMPT	ENSP00000222553
NANOG	ENSP00000229307
NANOGNB	ENSP00000371553
NANOS1	ENSP00000393275
NANOS2	ENSP00000341021
NANOS3	ENSP00000341992
NANP	ENSP00000302441
NANS	ENSP00000210444
NAP1L1	ENSP00000477538
NAP1L2	ENSP00000362616
NAP1L3	ENSP00000362171
NAP1L5	ENSP00000320488
NAPA	ENSP00000263354
NAPB	ENSP00000482826
NAPEPLD	ENSP00000340093
NAPG	ENSP00000324628
NAPSA	ENSP00000253719
NARF	ENSP00000409710
NARS2	ENSP00000281038
NARS	ENSP00000256854
NASP	ENSP00000255120
NAT10	ENSP00000257829
NAT14	ENSP00000205194
NAT16	ENSP00000300303
NAT1	ENSP00000443194
NAT2	ENSP00000286479
NAT8	ENSP00000272425
NAT8L	ENSP00000413064
NAT9	ENSP00000462835
NAV1	ENSP00000356265
NAV2	ENSP00000435395
NAV3	ENSP00000381007
NAXD	ENSP00000311984
NAXE	ENSP00000357218
NBAS	ENSP00000281513
NBEA	ENSP00000308534
NBEAL1	ENSP00000399903
NBEAL2	ENSP00000415034
NBL1	ENSP00000289749
NBN	ENSP00000265433
NBPF6	ENSP00000359057
NBR1	ENSP00000343479
NCALD	ENSP00000428781
NCAM1	ENSP00000480132
NCAM2	ENSP00000383392
NCAN	ENSP00000252575
NCAPD2	ENSP00000325017
NCAPD3	ENSP00000433681
NCAPG2	ENSP00000387007
NCAPG	ENSP00000251496
NCAPH2	ENSP00000299821
NCAPH	ENSP00000240423
NCBP1	ENSP00000364289
NCBP2	ENSP00000326806
NCBP3	ENSP00000373657
NCCRP1	ENSP00000342137
NCDN	ENSP00000348394
NCEH1	ENSP00000442464
NCF1	ENSP00000289473
NCF2	ENSP00000356506
NCF4	ENSP00000380334
NCK1	ENSP00000288986
NCK2	ENSP00000233154
NCKAP1	ENSP00000354251
NCKAP1L	ENSP00000293373
NCKAP5	ENSP00000387128
NCKAP5L	ENSP00000337998
NCKIPSD	ENSP00000294129
NCL	ENSP00000318195
NCLN	ENSP00000246117
NCMAP	ENSP00000363513
NCOA1	ENSP00000385216
NCOA2	ENSP00000399968
NCOA3	ENSP00000361066
NCOA4	ENSP00000463027
NCOA5	ENSP00000290231
NCOA6	ENSP00000363929
NCOA7	ENSP00000357341
NCOR1	ENSP00000268712
NCOR2	ENSP00000384018
NCR1	ENSP00000291890
NCR2	ENSP00000362181
NCR3	ENSP00000342156
NCR3LG1	ENSP00000341637
NCS1	ENSP00000361475
NCSTN	ENSP00000294785
NDC1	ENSP00000360483
NDC80	ENSP00000261597
NDE1	ENSP00000379643
NDEL1	ENSP00000333982
NDFIP1	ENSP00000253814
NDFIP2	ENSP00000218652
NDN	ENSP00000497916
NDNF	ENSP00000369014
NDOR1	ENSP00000360576
NDP	ENSP00000495972
NDRG1	ENSP00000319977
NDRG2	ENSP00000298687
NDRG3	ENSP00000362909
NDRG4	ENSP00000377823
NDST1	ENSP00000261797
NDST2	ENSP00000310657
NDST3	ENSP00000296499
NDUFA10	ENSP00000302321
NDUFA12	ENSP00000330737
NDUFA13	ENSP00000465129
NDUFA1	ENSP00000360492
NDUFA2	ENSP00000252102
NDUFA3	ENSP00000398290
NDUFA5	ENSP00000417142
NDUFA6	ENSP00000482543
NDUFA7	ENSP00000470962
NDUFA8	ENSP00000362873
NDUFA9	ENSP00000266544
NDUFAB1	ENSP00000007516
NDUFAF1	ENSP00000260361
NDUFAF2	ENSP00000296597
NDUFAF3	ENSP00000323076
NDUFAF4	ENSP00000358272
NDUFAF5	ENSP00000367346
NDUFAF6	ENSP00000379430
NDUFAF7	ENSP00000002125
NDUFAF8	ENSP00000400184
NDUFB10	ENSP00000268668
NDUFB11	ENSP00000276062
NDUFB1	ENSP00000483888
NDUFB2	ENSP00000419087
NDUFB3	ENSP00000237889
NDUFB5	ENSP00000259037
NDUFB6	ENSP00000369176
NDUFB7	ENSP00000215565
NDUFB8	ENSP00000299166
NDUFB9	ENSP00000431115
NDUFC1	ENSP00000425882
NDUFC2-KCTD14	ENSP00000478766
NDUFS1	ENSP00000392709
NDUFS2	ENSP00000356972
NDUFS3	ENSP00000263774
NDUFS4	ENSP00000296684
NDUFS5	ENSP00000362060
NDUFS6	ENSP00000422557
NDUFS7	ENSP00000406630
NDUFS8	ENSP00000315774
NDUFV1	ENSP00000497587
NDUFV2	ENSP00000382908
NDUFV3	ENSP00000346196
NEBL	ENSP00000366326
NECAB1	ENSP00000387380
NECAB2	ENSP00000307449
NECAB3	ENSP00000246190
NECAP1	ENSP00000491067
NECAP2	ENSP00000391942
NECTIN1	ENSP00000264025
NECTIN2	ENSP00000252483
NECTIN3	ENSP00000418070
NECTIN4	ENSP00000356991
NEDD4	ENSP00000424827
NEDD4L	ENSP00000490696
NEDD9	ENSP00000368759
NEFH	ENSP00000311997
NEFL	ENSP00000482169
NEFM	ENSP00000221166
NEIL1	ENSP00000347170
NEIL2	ENSP00000394023
NEIL3	ENSP00000264596
NEK10	ENSP00000395849
NEK11	ENSP00000372857
NEK1	ENSP00000424757
NEK2	ENSP00000355966
NEK3	ENSP00000480328
NEK4	ENSP00000233027
NEK5	ENSP00000497892
NEK6	ENSP00000362702
NEK7	ENSP00000356355
NEK8	ENSP00000268766
NEK9	ENSP00000238616
NELFA	ENSP00000445757
NELFB	ENSP00000339495
NELFCD	ENSP00000473290
NELFE	ENSP00000364574
NELL1	ENSP00000298925
NELL2	ENSP00000416341
NEMF	ENSP00000298310
NEMP1	ENSP00000300128
NEMP2	ENSP00000386292
NENF	ENSP00000355955
NEO1	ENSP00000341198
NEPRO	ENSP00000320251
NES	ENSP00000357206
NET1	ENSP00000347134
NETO1	ENSP00000464312
NETO2	ENSP00000455169
NEU1	ENSP00000364782
NEU2	ENSP00000233840
NEU3	ENSP00000294064
NEU4	ENSP00000320318
NEURL1B	ENSP00000358815
NEURL1	ENSP00000358795
NEURL2	ENSP00000361596
NEURL3	ENSP00000478591
NEURL4	ENSP00000382390
NEUROD1	ENSP00000295108
NEUROD2	ENSP00000306754
NEUROD4	ENSP00000242994
NEUROD6	ENSP00000297142
NEUROG1	ENSP00000317580
NEUROG2	ENSP00000317333
NEUROG3	ENSP00000242462
NEXN	ENSP00000333938
NF1	ENSP00000351015
NF2	ENSP00000344666
NFAM1	ENSP00000333680
NFASC	ENSP00000385637
NFAT5	ENSP00000338806
NFATC1	ENSP00000389377
NFATC2	ENSP00000379330
NFATC2IP	ENSP00000324792
NFATC3	ENSP00000300659
NFATC4	ENSP00000388910
NFE2	ENSP00000312436
NFE2L1	ENSP00000354855
NFE2L2	ENSP00000380252
NFE2L3	ENSP00000056233
NFIA	ENSP00000360231
NFIC	ENSP00000492983
NFIL3	ENSP00000297689
NFIX	ENSP00000467512
NFKB1	ENSP00000226574
NFKB2	ENSP00000358983
NFKBIA	ENSP00000216797
NFKBIB	ENSP00000312988
NFKBID	ENSP00000475712
NFKBIE	ENSP00000275015
NFKBIL1	ENSP00000365318
NFKBIZ	ENSP00000325663
NFRKB	ENSP00000436926
NFS1	ENSP00000363205
NFU1	ENSP00000387219
NFXL1	ENSP00000370949
NFYA	ENSP00000345702
NFYB	ENSP00000448250
NFYC	ENSP00000312617
NGB	ENSP00000298352
NGDN	ENSP00000386134
NGEF	ENSP00000264051
NGF	ENSP00000358525
NGFR	ENSP00000172229
NGLY1	ENSP00000280700
NGRN	ENSP00000368389
NHLH1	ENSP00000302189
NHLH2	ENSP00000322087
NHLRC1	ENSP00000345464
NHLRC2	ENSP00000358307
NHLRC3	ENSP00000368920
NHLRC4	ENSP00000410858
NHP2	ENSP00000274606
NHS	ENSP00000369400
NHSL1	ENSP00000394546
NHSL2	ENSP00000488668
NID1	ENSP00000264187
NID2	ENSP00000216286
NIF3L1	ENSP00000498853
NIFK	ENSP00000285814
NIM1K	ENSP00000313572
NIN	ENSP00000436092
NINJ1	ENSP00000364595
NINJ2	ENSP00000499548
NINL	ENSP00000278886
NIPA2	ENSP00000337618
NIPAL1	ENSP00000295461
NIPAL2	ENSP00000407087
NIPAL3	ENSP00000363520
NIPAL4	ENSP00000311687
NIPBL	ENSP00000282516
NIPSNAP1	ENSP00000216121
NIPSNAP3A	ENSP00000363899
NIPSNAP3B	ENSP00000363894
NISCH	ENSP00000418232
NIT1	ENSP00000356988
NIT2	ENSP00000377696
NKAIN1	ENSP00000362841
NKAIN4	ENSP00000359340
NKAP	ENSP00000360464
NKAPL	ENSP00000345716
NKD1	ENSP00000268459
NKD2	ENSP00000296849
NKG7	ENSP00000221978
NKIRAS1	ENSP00000373411
NKIRAS2	ENSP00000312773
NKPD1	ENSP00000321976
NKRF	ENSP00000442308
NKTR	ENSP00000232978
NKX1-1	ENSP00000407978
NKX1-2	ENSP00000451945
NKX2-1	ENSP00000346879
NKX2-2	ENSP00000366347
NKX2-3	ENSP00000342828
NKX2-4	ENSP00000345147
NKX2-5	ENSP00000327758
NKX2-6	ENSP00000320089
NKX2-8	ENSP00000258829
NKX3-1	ENSP00000370253
NKX3-2	ENSP00000371875
NKX6-1	ENSP00000295886
NKX6-2	ENSP00000357581
NKX6-3	ENSP00000428361
NLE1	ENSP00000413572
NLGN2	ENSP00000461168
NLGN3	ENSP00000351591
NLK	ENSP00000384625
NLN	ENSP00000370372
NLRC3	ENSP00000323897
NLRC4	ENSP00000385428
NLRC5	ENSP00000262510
NLRP10	ENSP00000327763
NLRP11	ENSP00000466285
NLRP12	ENSP00000375653
NLRP13	ENSP00000343891
NLRP14	ENSP00000299481
NLRP1	ENSP00000460475
NLRP2	ENSP00000445135
NLRP3	ENSP00000375704
NLRP4	ENSP00000301295
NLRP5	ENSP00000375063
NLRP6	ENSP00000309767
NLRP7	ENSP00000467123
NLRP8	ENSP00000291971
NLRP9	ENSP00000331857
NLRX1	ENSP00000386851
NMB	ENSP00000378089
NMBR	ENSP00000258042
NMD3	ENSP00000417559
NME1-NME2	ENSP00000451932
NME3	ENSP00000219302
NME4	ENSP00000395605
NME5	ENSP00000265191
NME6	ENSP00000416658
NME7	ENSP00000356785
NME8	ENSP00000199447
NME9	ENSP00000335444
NMI	ENSP00000243346
NMNAT1	ENSP00000366410
NMNAT2	ENSP00000287713
NMNAT3	ENSP00000496061
NMRAL1	ENSP00000283429
NMRK1	ENSP00000366007
NMRK2	ENSP00000472581
NMS	ENSP00000366061
NMT1	ENSP00000468424
NMT2	ENSP00000367407
NMU	ENSP00000264218
NMUR1	ENSP00000305877
NMUR2	ENSP00000255262
NNAT	ENSP00000497857
NNMT	ENSP00000441434
NNT	ENSP00000264663
NOA1	ENSP00000264230
NOB1	ENSP00000268802
NOBOX	ENSP00000419457
NOC2L	ENSP00000317992
NOC3L	ENSP00000360412
NOC4L	ENSP00000328854
NOCT	ENSP00000280614
NOD1	ENSP00000222823
NOD2	ENSP00000300589
NODAL	ENSP00000287139
NOG	ENSP00000328181
NOL10	ENSP00000371101
NOL11	ENSP00000253247
NOL12	ENSP00000403059
NOL3	ENSP00000457243
NOL4	ENSP00000261592
NOL6	ENSP00000297990
NOL7	ENSP00000405674
NOL8	ENSP00000401177
NOL9	ENSP00000366934
NOLC1	ENSP00000385410
NOM1	ENSP00000275820
NOMO1	ENSP00000483827
NOP14	ENSP00000405068
NOP16	ENSP00000484969
NOP2	ENSP00000371858
NOP56	ENSP00000370589
NOP58	ENSP00000264279
NOP9	ENSP00000267425
NOS1AP	ENSP00000355133
NOS1	ENSP00000337459
NOS2	ENSP00000327251
NOS3	ENSP00000297494
NOSIP	ENSP00000343497
NOSTRIN	ENSP00000402140
NOTCH1	ENSP00000498587
NOTCH2	ENSP00000256646
NOTCH3	ENSP00000263388
NOTCH4	ENSP00000364163
NOTO	ENSP00000381486
NOTUM	ENSP00000387310
NOVA1	ENSP00000438875
NOX1	ENSP00000362057
NOX3	ENSP00000159060
NOX4	ENSP00000263317
NOX5	ENSP00000373518
NOXA1	ENSP00000342848
NOXO1	ENSP00000380450
NOXRED1	ENSP00000370215
NPAP1	ENSP00000333735
NPAS1	ENSP00000469142
NPAS2	ENSP00000338283
NPAS3	ENSP00000450392
NPAS4	ENSP00000311196
NPAT	ENSP00000278612
NPB	ENSP00000461824
NPBWR2	ENSP00000358783
NPC1	ENSP00000269228
NPC1L1	ENSP00000289547
NPC2	ENSP00000412103
NPDC1	ENSP00000360659
NPEPL1	ENSP00000348395
NPEPPS	ENSP00000320324
NPFF	ENSP00000267017
NPFFR1	ENSP00000277942
NPHP1	ENSP00000313169
NPHP3	ENSP00000338766
NPHP4	ENSP00000367398
NPHS1	ENSP00000368190
NPHS2	ENSP00000356587
NPL	ENSP00000356524
NPLOC4	ENSP00000363879
NPM1	ENSP00000428755
NPM2	ENSP00000429413
NPNT	ENSP00000426146
NPPA	ENSP00000483195
NPPB	ENSP00000365651
NPPC	ENSP00000387159
NPR1	ENSP00000357669
NPR2	ENSP00000341083
NPR3	ENSP00000265074
NPRL2	ENSP00000232501
NPRL3	ENSP00000478273
NPS	ENSP00000381105
NPSR1	ENSP00000370950
NPTN	ENSP00000290401
NPTX1	ENSP00000307549
NPTX2	ENSP00000265634
NPTXR	ENSP00000327545
NPVF	ENSP00000222674
NPW	ENSP00000456974
NPY1R	ENSP00000354652
NPY2R	ENSP00000332591
NPY5R	ENSP00000339377
NPY	ENSP00000242152
NQO1	ENSP00000319788
NQO2	ENSP00000337773
NR0B1	ENSP00000368253
NR0B2	ENSP00000254227
NR1D1	ENSP00000246672
NR1D2	ENSP00000310006
NR1H2	ENSP00000499121
NR1H3	ENSP00000433271
NR1H4	ENSP00000447149
NR1I2	ENSP00000336528
NR1I3	ENSP00000356958
NR2C1	ENSP00000333275
NR2C2AP	ENSP00000402756
NR2C2	ENSP00000320447
NR2E1	ENSP00000357979
NR2E3	ENSP00000482504
NR2F1	ENSP00000325819
NR2F2	ENSP00000377721
NR2F6	ENSP00000291442
NR3C1	ENSP00000422518
NR3C2	ENSP00000421481
NR4A1	ENSP00000440864
NR4A2	ENSP00000344479
NR4A3	ENSP00000333122
NR5A1	ENSP00000362690
NR5A2	ENSP00000356331
NR6A1	ENSP00000420267
NRAP	ENSP00000358365
NRARP	ENSP00000349041
NRAS	ENSP00000358548
NRBF2	ENSP00000277746
NRBP1	ENSP00000369192
NRBP2	ENSP00000414055
NRCAM	ENSP00000401244
NRDC	ENSP00000346890
NRDE2	ENSP00000346335
NREP	ENSP00000378996
NRF1	ENSP00000309826
NRG1	ENSP00000498646
NRG2	ENSP00000289422
NRG3	ENSP00000384796
NRG4	ENSP00000457335
NRIP1	ENSP00000383060
NRIP2	ENSP00000337501
NRK	ENSP00000434830
NRL	ENSP00000380197
NRM	ENSP00000259953
NRN1	ENSP00000480483
NRN1L	ENSP00000342411
NRP1	ENSP00000265371
NRP2	ENSP00000353582
NRROS	ENSP00000328625
NRSN1	ENSP00000367752
NRSN2	ENSP00000371728
NRTN	ENSP00000302648
NRXN2	ENSP00000366774
NSA2	ENSP00000483484
NSDHL	ENSP00000359297
NSF	ENSP00000381293
NSFL1C	ENSP00000418529
NSG1	ENSP00000388823
NSL1	ENSP00000355944
NSMAF	ENSP00000411012
NSMCE1	ENSP00000355077
NSMCE2	ENSP00000287437
NSMCE3	ENSP00000330694
NSMCE4A	ENSP00000358019
NSMF	ENSP00000360530
NSRP1	ENSP00000247026
NSUN2	ENSP00000264670
NSUN3	ENSP00000318986
NSUN5	ENSP00000309126
NSUN7	ENSP00000371201
NT5C1A	ENSP00000235628
NT5C1B	ENSP00000352904
NT5C2	ENSP00000383960
NT5C3A	ENSP00000476480
NT5C3B	ENSP00000389948
NT5C	ENSP00000245552
NT5DC1	ENSP00000326858
NT5DC2	ENSP00000406933
NT5DC3	ENSP00000376615
NT5E	ENSP00000257770
NT5M	ENSP00000481269
NTAN1	ENSP00000287706
NTF3	ENSP00000397297
NTF4	ENSP00000469455
NTHL1	ENSP00000219066
NTMT1	ENSP00000361564
NTN3	ENSP00000293973
NTN4	ENSP00000340998
NTN5	ENSP00000270235
NTNG1	ENSP00000359085
NTNG2	ENSP00000376921
NTPCR	ENSP00000355586
NTRK1	ENSP00000431418
NTRK2	ENSP00000277120
NTRK3	ENSP00000486784
NTS	ENSP00000256010
NTSR1	ENSP00000359532
NTSR2	ENSP00000303686
NUAK1	ENSP00000261402
NUAK2	ENSP00000499251
NUB1	ENSP00000454264
NUBP1	ENSP00000283027
NUBP2	ENSP00000262302
NUBPL	ENSP00000281081
NUCB1	ENSP00000385923
NUCB2	ENSP00000320168
NUCKS1	ENSP00000356110
NUDCD1	ENSP00000239690
NUDCD2	ENSP00000304854
NUDCD3	ENSP00000347626
NUDC	ENSP00000319664
NUDT11	ENSP00000365160
NUDT12	ENSP00000230792
NUDT13	ENSP00000349874
NUDT14	ENSP00000376349
NUDT15	ENSP00000258662
NUDT16	ENSP00000422375
NUDT16L1	ENSP00000458144
NUDT17	ENSP00000334437
NUDT18	ENSP00000480722
NUDT19	ENSP00000380251
NUDT1	ENSP00000380241
NUDT21	ENSP00000300291
NUDT22	ENSP00000279206
NUDT2	ENSP00000368455
NUDT4	ENSP00000338352
NUDT5	ENSP00000368219
NUDT6	ENSP00000306070
NUDT7	ENSP00000268533
NUDT8	ENSP00000365883
NUDT9	ENSP00000303575
NUF2	ENSP00000356875
NUFIP1	ENSP00000368459
NUFIP2	ENSP00000225388
NUMA1	ENSP00000377298
NUMB	ENSP00000451300
NUMBL	ENSP00000252891
NUP107	ENSP00000229179
NUP133	ENSP00000261396
NUP153	ENSP00000444029
NUP155	ENSP00000231498
NUP160	ENSP00000367721
NUP188	ENSP00000361658
NUP205	ENSP00000285968
NUP210	ENSP00000254508
NUP210L	ENSP00000357547
NUP214	ENSP00000352400
NUP35	ENSP00000295119
NUP37	ENSP00000448054
NUP43	ENSP00000342262
NUP50	ENSP00000345895
NUP54	ENSP00000264883
NUP58	ENSP00000371155
NUP62CL	ENSP00000361544
NUP62	ENSP00000407331
NUP85	ENSP00000245544
NUP88	ENSP00000458954
NUP93	ENSP00000458101
NUP98	ENSP00000352091
NUPR1	ENSP00000379003
NUS1	ENSP00000357480
NUSAP1	ENSP00000499238
NUTF2	ENSP00000219169
NUTM1	ENSP00000444896
NUTM2A	ENSP00000371126
NVL	ENSP00000281701
NWD1	ENSP00000447224
NWD2	ENSP00000309501
NXF1	ENSP00000436679
NXF2	ENSP00000485586
NXF3	ENSP00000378504
NXN	ENSP00000337443
NXNL1	ENSP00000305631
NXNL2	ENSP00000365014
NXPE1	ENSP00000439503
NXPE2	ENSP00000374237
NXPE3	ENSP00000273347
NXPE4	ENSP00000364627
NXPH3	ENSP00000421168
NXT1	ENSP00000254998
NXT2	ENSP00000218004
NYAP1	ENSP00000300179
NYAP2	ENSP00000490942
NYNRIN	ENSP00000371994
NYX	ENSP00000340328
OAF	ENSP00000332613
OARD1	ENSP00000420484
OAS2	ENSP00000483679
OAS3	ENSP00000228928
OASL	ENSP00000257570
OAT	ENSP00000357838
OAZ1	ENSP00000473381
OAZ2	ENSP00000463013
OAZ3	ENSP00000415904
OBP2A	ENSP00000342097
OBSL1	ENSP00000385636
OCA2	ENSP00000346659
OCEL1	ENSP00000215061
OCIAD1	ENSP00000264312
OCLN	ENSP00000347379
OCM2	ENSP00000257627
OCRL	ENSP00000360154
OCSTAMP	ENSP00000279028
ODAM	ENSP00000379401
ODC1	ENSP00000234111
ODF1	ENSP00000285402
ODF2	ENSP00000473949
ODF2L	ENSP00000359600
ODF3B	ENSP00000384012
ODF3	ENSP00000325868
ODF3L1	ENSP00000329584
ODF3L2	ENSP00000318029
ODF4	ENSP00000331086
OGDH	ENSP00000414662
OGDHL	ENSP00000363216
OGFOD1	ENSP00000457258
OGFOD2	ENSP00000228922
OGFOD3	ENSP00000330075
OGFR	ENSP00000290291
OGFRL1	ENSP00000359464
OGG1	ENSP00000306561
OGN	ENSP00000262551
OGT	ENSP00000362824
OIP5	ENSP00000220514
OIT3	ENSP00000333900
OLA1	ENSP00000386350
OLAH	ENSP00000367462
OLFM1	ENSP00000360858
OLFM2	ENSP00000264833
OLFM3	ENSP00000345192
OLFM4	ENSP00000219022
OLFML1	ENSP00000433455
OLFML2A	ENSP00000362682
OLFML2B	ENSP00000356917
OLFML3	ENSP00000322273
OLIG1	ENSP00000371785
OLIG2	ENSP00000371794
OLIG3	ENSP00000356708
OLR1	ENSP00000309124
OMA1	ENSP00000360270
OMD	ENSP00000364700
OMG	ENSP00000247271
ONECUT1	ENSP00000302630
ONECUT2	ENSP00000419185
OOEP	ENSP00000359384
OOSP2	ENSP00000278855
OPA1	ENSP00000355324
OPA3	ENSP00000319817
OPALIN	ENSP00000360214
OPHN1	ENSP00000347710
OPLAH	ENSP00000480476
OPN1SW	ENSP00000249389
OPN3	ENSP00000355512
OPN4	ENSP00000361141
OPN5	ENSP00000426991
OPRD1	ENSP00000234961
OPRK1	ENSP00000265572
OPRL1	ENSP00000336843
OPRM1	ENSP00000394624
OPRPN	ENSP00000382485
OPTC	ENSP00000356191
OPTN	ENSP00000263036
OR10A7	ENSP00000326718
OR10AD1	ENSP00000308689
OR10D3	ENSP00000493028
OR10G9	ENSP00000364164
OR10J3	ENSP00000331789
OR10W1	ENSP00000378516
OR13D1	ENSP00000317357
OR13H1	ENSP00000340748
OR14A2	ENSP00000355441
OR2B2	ENSP00000304419
OR2S2	ENSP00000344040
